Line No.,Nominal Composition,Product Form,Spec. No.,Type/Grade,Alloy Desig./UNS No.,Class/Condition/Temper,Size/Thickness (mm),Min. Tensile Strength (MPa),40,100,150,200,250,300,325,350,375,400,425,450,475,500,525,550,575,600,625,650,675,700,725,750,775,800,825,850,875,900
80,Carbon steel,Plate,SA-516,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Carbon steel,Wld. pipe,SA-671,CB60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Carbon steel,Wld. pipe,SA-671,CC60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Carbon steel,Wld. pipe,SA-671,CE60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Carbon steel,Wld. pipe,SA-672,B60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Carbon steel,Wld. pipe,SA-672,C60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Carbon steel,Wld. pipe,SA-672,E60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Carbon steel,Wld. pipe,SA-134,A283D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Carbon steel,Plate,SA-283,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Carbon steel,Wld. pipe,SA-53,E/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Carbon steel,Smls. pipe,SA-53,S/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
